label,uri
"1 minute - < 1 hour",https://gcmdservices.gsfc.nasa.gov/kms/concept/bca20202-2b06-4657-a425-5b0e416bce0c
"1 second - < 1 minute",https://gcmdservices.gsfc.nasa.gov/kms/concept/48ff676f-836c-4cff-bc88-4c4cc06b2e1b
"< 1 second",https://gcmdservices.gsfc.nasa.gov/kms/concept/42a2f639-d1c3-4e82-a8b8-63f0f4a60ac6
