label,uri
vnd.3gpp.mc-signalling-ear,https://www.iana.org/assignments/media-types/application/vnd.3gpp.mc-signalling-ear
vnd.3gpp.mcdata-affiliation-command+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcdata-affiliation-command+xml
vnd.3gpp.mcdata-info+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcdata-info+xml
vnd.3gpp.mcdata-payload,https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcdata-payload
vnd.3gpp.mcdata-service-config+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcdata-service-config+xml
vnd.3gpp.mcdata-signalling,https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcdata-signalling
vnd.3gpp.mcdata-ue-config+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcdata-ue-config+xml
vnd.3gpp.mcdata-user-profile+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcdata-user-profile+xml
vnd.3gpp.mcptt-affiliation-command+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcptt-affiliation-command+xml
vnd.3gpp.mcptt-floor-request+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcptt-floor-request+xml
vnd.3gpp.mcptt-info+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcptt-info+xml
vnd.3gpp.mcptt-location-info+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcptt-location-info+xml
vnd.3gpp.mcptt-mbms-usage-info+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcptt-mbms-usage-info+xml
vnd.3gpp.mcptt-service-config+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcptt-service-config+xml
vnd.3gpp.mcptt-signed+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcptt-signed+xml
vnd.3gpp.mcptt-ue-config+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcptt-ue-config+xml
vnd.3gpp.mcptt-ue-init-config+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcptt-ue-init-config+xml
vnd.3gpp.mcptt-user-profile+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcptt-user-profile+xml
vnd.3gpp.mcvideo-affiliation-command+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcvideo-affiliation-command+xml
vnd.3gpp.mcvideo-affiliation-info+xml - OBSOLETED in favor of application/vnd.3gpp.mcvideo-info+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcvideo-affiliation-info+xml
vnd.3gpp.mcvideo-info+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcvideo-info+xml
vnd.3gpp.mcvideo-location-info+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcvideo-location-info+xml
vnd.3gpp.mcvideo-mbms-usage-info+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcvideo-mbms-usage-info+xml
vnd.3gpp.mcvideo-service-config+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcvideo-service-config+xml
vnd.3gpp.mcvideo-transmission-request+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcvideo-transmission-request+xml
vnd.3gpp.mcvideo-ue-config+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcvideo-ue-config+xml
vnd.3gpp.mcvideo-user-profile+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcvideo-user-profile+xml
vnd.3gpp.mid-call+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.mid-call+xml
vnd.3gpp.pic-bw-large,https://www.iana.org/assignments/media-types/application/vnd.3gpp.pic-bw-large
vnd.3gpp.pic-bw-small,https://www.iana.org/assignments/media-types/application/vnd.3gpp.pic-bw-small
vnd.3gpp.pic-bw-var,https://www.iana.org/assignments/media-types/application/vnd.3gpp.pic-bw-var
vnd.3gpp-prose-pc3ch+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp-prose-pc3ch+xml
vnd.3gpp-prose+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp-prose+xml
vnd.3gpp.sms,https://www.iana.org/assignments/media-types/application/vnd.3gpp.sms
vnd.3gpp.sms+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.sms+xml
vnd.3gpp.srvcc-ext+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.srvcc-ext+xml
vnd.3gpp.SRVCC-info+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.SRVCC-info+xml
vnd.3gpp.state-and-event-info+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.state-and-event-info+xml
vnd.3gpp.ussd+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp.ussd+xml
vnd.3gpp-v2x-local-service-information,https://www.iana.org/assignments/media-types/application/vnd.3gpp-v2x-local-service-information
vnd.3gpp2.bcmcsinfo+xml,https://www.iana.org/assignments/media-types/application/vnd.3gpp2.bcmcsinfo+xml
vnd.3gpp2.sms,https://www.iana.org/assignments/media-types/application/vnd.3gpp2.sms
vnd.3gpp2.tcap,https://www.iana.org/assignments/media-types/application/vnd.3gpp2.tcap
vnd.3lightssoftware.imagescal,https://www.iana.org/assignments/media-types/application/vnd.3lightssoftware.imagescal
vnd.3M.Post-it-Notes,https://www.iana.org/assignments/media-types/application/vnd.3M.Post-it-Notes
vnd.accpac.simply.aso,https://www.iana.org/assignments/media-types/application/vnd.accpac.simply.aso
vnd.accpac.simply.imp,https://www.iana.org/assignments/media-types/application/vnd.accpac.simply.imp
vnd.acucobol,https://www.iana.org/assignments/media-types/application/vnd.acucobol
vnd.acucorp,https://www.iana.org/assignments/media-types/application/vnd.acucorp
vnd.adobe.flash.movie,https://www.iana.org/assignments/media-types/application/vnd.adobe.flash.movie
vnd.adobe.formscentral.fcdt,https://www.iana.org/assignments/media-types/application/vnd.adobe.formscentral.fcdt
vnd.adobe.fxp,https://www.iana.org/assignments/media-types/application/vnd.adobe.fxp
vnd.adobe.partial-upload,https://www.iana.org/assignments/media-types/application/vnd.adobe.partial-upload
vnd.adobe.xdp+xml,https://www.iana.org/assignments/media-types/application/vnd.adobe.xdp+xml
vnd.adobe.xfdf,https://www.iana.org/assignments/media-types/application/vnd.adobe.xfdf
vnd.aether.imp,https://www.iana.org/assignments/media-types/application/vnd.aether.imp
vnd.afpc.afplinedata,https://www.iana.org/assignments/media-types/application/vnd.afpc.afplinedata
vnd.afpc.afplinedata-pagedef,https://www.iana.org/assignments/media-types/application/vnd.afpc.afplinedata-pagedef
vnd.afpc.foca-charset,https://www.iana.org/assignments/media-types/application/vnd.afpc.foca-charset
vnd.afpc.foca-codedfont,https://www.iana.org/assignments/media-types/application/vnd.afpc.foca-codedfont
vnd.afpc.foca-codepage,https://www.iana.org/assignments/media-types/application/vnd.afpc.foca-codepage
vnd.afpc.modca,https://www.iana.org/assignments/media-types/application/vnd.afpc.modca
vnd.afpc.modca-formdef,https://www.iana.org/assignments/media-types/application/vnd.afpc.modca-formdef
vnd.afpc.modca-mediummap,https://www.iana.org/assignments/media-types/application/vnd.afpc.modca-mediummap
vnd.afpc.modca-objectcontainer,https://www.iana.org/assignments/media-types/application/vnd.afpc.modca-objectcontainer
vnd.afpc.modca-overlay,https://www.iana.org/assignments/media-types/application/vnd.afpc.modca-overlay
vnd.afpc.modca-pagesegment,https://www.iana.org/assignments/media-types/application/vnd.afpc.modca-pagesegment
vnd.ah-barcode,https://www.iana.org/assignments/media-types/application/vnd.ah-barcode
vnd.ahead.space,https://www.iana.org/assignments/media-types/application/vnd.ahead.space
vnd.airzip.filesecure.azf,https://www.iana.org/assignments/media-types/application/vnd.airzip.filesecure.azf
vnd.airzip.filesecure.azs,https://www.iana.org/assignments/media-types/application/vnd.airzip.filesecure.azs
vnd.amadeus+json,https://www.iana.org/assignments/media-types/application/vnd.amadeus+json
vnd.amazon.mobi8-ebook,https://www.iana.org/assignments/media-types/application/vnd.amazon.mobi8-ebook
vnd.americandynamics.acc,https://www.iana.org/assignments/media-types/application/vnd.americandynamics.acc
vnd.amiga.ami,https://www.iana.org/assignments/media-types/application/vnd.amiga.ami
vnd.amundsen.maze+xml,https://www.iana.org/assignments/media-types/application/vnd.amundsen.maze+xml
vnd.android.ota,https://www.iana.org/assignments/media-types/application/vnd.android.ota
vnd.anki,https://www.iana.org/assignments/media-types/application/vnd.anki
vnd.anser-web-certificate-issue-initiation,https://www.iana.org/assignments/media-types/application/vnd.anser-web-certificate-issue-initiation
vnd.antix.game-component,https://www.iana.org/assignments/media-types/application/vnd.antix.game-component
vnd.apache.thrift.binary,https://www.iana.org/assignments/media-types/application/vnd.apache.thrift.binary
vnd.apache.thrift.compact,https://www.iana.org/assignments/media-types/application/vnd.apache.thrift.compact
vnd.apache.thrift.json,https://www.iana.org/assignments/media-types/application/vnd.apache.thrift.json
vnd.api+json,https://www.iana.org/assignments/media-types/application/vnd.api+json
vnd.aplextor.warrp+json,https://www.iana.org/assignments/media-types/application/vnd.aplextor.warrp+json
vnd.apothekende.reservation+json,https://www.iana.org/assignments/media-types/application/vnd.apothekende.reservation+json
vnd.apple.installer+xml,https://www.iana.org/assignments/media-types/application/vnd.apple.installer+xml
vnd.apple.keynote,https://www.iana.org/assignments/media-types/application/vnd.apple.keynote
vnd.apple.mpegurl,https://www.iana.org/assignments/media-types/application/vnd.apple.mpegurl
vnd.apple.numbers,https://www.iana.org/assignments/media-types/application/vnd.apple.numbers
vnd.apple.pages,https://www.iana.org/assignments/media-types/application/vnd.apple.pages
vnd.arastra.swi - OBSOLETED in favor of application/vnd.aristanetworks.swi,https://www.iana.org/assignments/media-types/application/vnd.arastra.swi
vnd.aristanetworks.swi,https://www.iana.org/assignments/media-types/application/vnd.aristanetworks.swi
vnd.artisan+json,https://www.iana.org/assignments/media-types/application/vnd.artisan+json
vnd.artsquare,https://www.iana.org/assignments/media-types/application/vnd.artsquare
vnd.astraea-software.iota,https://www.iana.org/assignments/media-types/application/vnd.astraea-software.iota
vnd.audiograph,https://www.iana.org/assignments/media-types/application/vnd.audiograph
vnd.autopackage,https://www.iana.org/assignments/media-types/application/vnd.autopackage
vnd.avalon+json,https://www.iana.org/assignments/media-types/application/vnd.avalon+json
vnd.avistar+xml,https://www.iana.org/assignments/media-types/application/vnd.avistar+xml
vnd.balsamiq.bmml+xml,https://www.iana.org/assignments/media-types/application/vnd.balsamiq.bmml+xml
vnd.banana-accounting,https://www.iana.org/assignments/media-types/application/vnd.banana-accounting
vnd.bbf.usp.error,https://www.iana.org/assignments/media-types/application/vnd.bbf.usp.error
vnd.bbf.usp.msg,https://www.iana.org/assignments/media-types/application/vnd.bbf.usp.msg
vnd.bbf.usp.msg+json,https://www.iana.org/assignments/media-types/application/vnd.bbf.usp.msg+json
vnd.balsamiq.bmpr,https://www.iana.org/assignments/media-types/application/vnd.balsamiq.bmpr
vnd.bekitzur-stech+json,https://www.iana.org/assignments/media-types/application/vnd.bekitzur-stech+json
vnd.bint.med-content,https://www.iana.org/assignments/media-types/application/vnd.bint.med-content
vnd.biopax.rdf+xml,https://www.iana.org/assignments/media-types/application/vnd.biopax.rdf+xml
vnd.blink-idb-value-wrapper,https://www.iana.org/assignments/media-types/application/vnd.blink-idb-value-wrapper
vnd.blueice.multipass,https://www.iana.org/assignments/media-types/application/vnd.blueice.multipass
vnd.bluetooth.ep.oob,https://www.iana.org/assignments/media-types/application/vnd.bluetooth.ep.oob
vnd.bluetooth.le.oob,https://www.iana.org/assignments/media-types/application/vnd.bluetooth.le.oob
vnd.bmi,https://www.iana.org/assignments/media-types/application/vnd.bmi
vnd.bpf,https://www.iana.org/assignments/media-types/application/vnd.bpf
vnd.bpf3,https://www.iana.org/assignments/media-types/application/vnd.bpf3
vnd.businessobjects,https://www.iana.org/assignments/media-types/application/vnd.businessobjects
vnd.byu.uapi+json,https://www.iana.org/assignments/media-types/application/vnd.byu.uapi+json
vnd.cab-jscript,https://www.iana.org/assignments/media-types/application/vnd.cab-jscript
vnd.canon-cpdl,https://www.iana.org/assignments/media-types/application/vnd.canon-cpdl
vnd.canon-lips,https://www.iana.org/assignments/media-types/application/vnd.canon-lips
vnd.capasystems-pg+json,https://www.iana.org/assignments/media-types/application/vnd.capasystems-pg+json
vnd.cendio.thinlinc.clientconf,https://www.iana.org/assignments/media-types/application/vnd.cendio.thinlinc.clientconf
vnd.century-systems.tcp_stream,https://www.iana.org/assignments/media-types/application/vnd.century-systems.tcp_stream
vnd.chemdraw+xml,https://www.iana.org/assignments/media-types/application/vnd.chemdraw+xml
vnd.chess-pgn,https://www.iana.org/assignments/media-types/application/vnd.chess-pgn
vnd.chipnuts.karaoke-mmd,https://www.iana.org/assignments/media-types/application/vnd.chipnuts.karaoke-mmd
vnd.ciedi,https://www.iana.org/assignments/media-types/application/vnd.ciedi
vnd.cinderella,https://www.iana.org/assignments/media-types/application/vnd.cinderella
vnd.cirpack.isdn-ext,https://www.iana.org/assignments/media-types/application/vnd.cirpack.isdn-ext
vnd.citationstyles.style+xml,https://www.iana.org/assignments/media-types/application/vnd.citationstyles.style+xml
vnd.claymore,https://www.iana.org/assignments/media-types/application/vnd.claymore
vnd.cloanto.rp9,https://www.iana.org/assignments/media-types/application/vnd.cloanto.rp9
vnd.clonk.c4group,https://www.iana.org/assignments/media-types/application/vnd.clonk.c4group
vnd.cluetrust.cartomobile-config,https://www.iana.org/assignments/media-types/application/vnd.cluetrust.cartomobile-config
vnd.cluetrust.cartomobile-config-pkg,https://www.iana.org/assignments/media-types/application/vnd.cluetrust.cartomobile-config-pkg
vnd.coffeescript,https://www.iana.org/assignments/media-types/application/vnd.coffeescript
vnd.collabio.xodocuments.document,https://www.iana.org/assignments/media-types/application/vnd.collabio.xodocuments.document
vnd.collabio.xodocuments.document-template,https://www.iana.org/assignments/media-types/application/vnd.collabio.xodocuments.document-template
vnd.collabio.xodocuments.presentation,https://www.iana.org/assignments/media-types/application/vnd.collabio.xodocuments.presentation
vnd.collabio.xodocuments.presentation-template,https://www.iana.org/assignments/media-types/application/vnd.collabio.xodocuments.presentation-template
vnd.collabio.xodocuments.spreadsheet,https://www.iana.org/assignments/media-types/application/vnd.collabio.xodocuments.spreadsheet
vnd.collabio.xodocuments.spreadsheet-template,https://www.iana.org/assignments/media-types/application/vnd.collabio.xodocuments.spreadsheet-template
vnd.collection.doc+json,https://www.iana.org/assignments/media-types/application/vnd.collection.doc+json
vnd.collection+json,https://www.iana.org/assignments/media-types/application/vnd.collection+json
vnd.collection.next+json,https://www.iana.org/assignments/media-types/application/vnd.collection.next+json
vnd.comicbook-rar,https://www.iana.org/assignments/media-types/application/vnd.comicbook-rar
vnd.comicbook+zip,https://www.iana.org/assignments/media-types/application/vnd.comicbook+zip
vnd.commerce-battelle,https://www.iana.org/assignments/media-types/application/vnd.commerce-battelle
vnd.commonspace,https://www.iana.org/assignments/media-types/application/vnd.commonspace
vnd.coreos.ignition+json,https://www.iana.org/assignments/media-types/application/vnd.coreos.ignition+json
vnd.cosmocaller,https://www.iana.org/assignments/media-types/application/vnd.cosmocaller
vnd.contact.cmsg,https://www.iana.org/assignments/media-types/application/vnd.contact.cmsg
vnd.crick.clicker,https://www.iana.org/assignments/media-types/application/vnd.crick.clicker
vnd.crick.clicker.keyboard,https://www.iana.org/assignments/media-types/application/vnd.crick.clicker.keyboard
vnd.crick.clicker.palette,https://www.iana.org/assignments/media-types/application/vnd.crick.clicker.palette
vnd.crick.clicker.template,https://www.iana.org/assignments/media-types/application/vnd.crick.clicker.template
vnd.crick.clicker.wordbank,https://www.iana.org/assignments/media-types/application/vnd.crick.clicker.wordbank
vnd.criticaltools.wbs+xml,https://www.iana.org/assignments/media-types/application/vnd.criticaltools.wbs+xml
vnd.cryptii.pipe+json,https://www.iana.org/assignments/media-types/application/vnd.cryptii.pipe+json
vnd.crypto-shade-file,https://www.iana.org/assignments/media-types/application/vnd.crypto-shade-file
vnd.ctc-posml,https://www.iana.org/assignments/media-types/application/vnd.ctc-posml
vnd.ctct.ws+xml,https://www.iana.org/assignments/media-types/application/vnd.ctct.ws+xml
vnd.cups-pdf,https://www.iana.org/assignments/media-types/application/vnd.cups-pdf
vnd.cups-postscript,https://www.iana.org/assignments/media-types/application/vnd.cups-postscript
vnd.cups-ppd,https://www.iana.org/assignments/media-types/application/vnd.cups-ppd
vnd.cups-raster,https://www.iana.org/assignments/media-types/application/vnd.cups-raster
vnd.cups-raw,https://www.iana.org/assignments/media-types/application/vnd.cups-raw
vnd.curl,https://www.iana.org/assignments/media-types/application/vnd.curl
vnd.cyan.dean.root+xml,https://www.iana.org/assignments/media-types/application/vnd.cyan.dean.root+xml
vnd.cybank,https://www.iana.org/assignments/media-types/application/vnd.cybank
vnd.d2l.coursepackage1p0+zip,https://www.iana.org/assignments/media-types/application/vnd.d2l.coursepackage1p0+zip
vnd.d3m-dataset,https://www.iana.org/assignments/media-types/application/vnd.d3m-dataset
vnd.d3m-problem,https://www.iana.org/assignments/media-types/application/vnd.d3m-problem
vnd.dart,https://www.iana.org/assignments/media-types/application/vnd.dart
vnd.data-vision.rdz,https://www.iana.org/assignments/media-types/application/vnd.data-vision.rdz
vnd.datapackage+json,https://www.iana.org/assignments/media-types/application/vnd.datapackage+json
vnd.dataresource+json,https://www.iana.org/assignments/media-types/application/vnd.dataresource+json
vnd.dbf,https://www.iana.org/assignments/media-types/application/vnd.dbf
vnd.debian.binary-package,https://www.iana.org/assignments/media-types/application/vnd.debian.binary-package
vnd.dece.data,https://www.iana.org/assignments/media-types/application/vnd.dece.data
vnd.dece.ttml+xml,https://www.iana.org/assignments/media-types/application/vnd.dece.ttml+xml
vnd.dece.unspecified,https://www.iana.org/assignments/media-types/application/vnd.dece.unspecified
vnd.dece.zip,https://www.iana.org/assignments/media-types/application/vnd.dece.zip
vnd.denovo.fcselayout-link,https://www.iana.org/assignments/media-types/application/vnd.denovo.fcselayout-link
vnd.desmume.movie,https://www.iana.org/assignments/media-types/application/vnd.desmume.movie
vnd.dir-bi.plate-dl-nosuffix,https://www.iana.org/assignments/media-types/application/vnd.dir-bi.plate-dl-nosuffix
vnd.dm.delegation+xml,https://www.iana.org/assignments/media-types/application/vnd.dm.delegation+xml
vnd.dna,https://www.iana.org/assignments/media-types/application/vnd.dna
vnd.document+json,https://www.iana.org/assignments/media-types/application/vnd.document+json
vnd.dolby.mobile.1,https://www.iana.org/assignments/media-types/application/vnd.dolby.mobile.1
vnd.dolby.mobile.2,https://www.iana.org/assignments/media-types/application/vnd.dolby.mobile.2
vnd.doremir.scorecloud-binary-document,https://www.iana.org/assignments/media-types/application/vnd.doremir.scorecloud-binary-document
vnd.dpgraph,https://www.iana.org/assignments/media-types/application/vnd.dpgraph
vnd.dreamfactory,https://www.iana.org/assignments/media-types/application/vnd.dreamfactory
vnd.drive+json,https://www.iana.org/assignments/media-types/application/vnd.drive+json
vnd.dtg.local,https://www.iana.org/assignments/media-types/application/vnd.dtg.local
vnd.dtg.local.flash,https://www.iana.org/assignments/media-types/application/vnd.dtg.local.flash
vnd.dtg.local.html,https://www.iana.org/assignments/media-types/application/vnd.dtg.local.html
vnd.dvb.ait,https://www.iana.org/assignments/media-types/application/vnd.dvb.ait
vnd.dvb.dvbisl+xml,https://www.iana.org/assignments/media-types/application/vnd.dvb.dvbisl+xml
vnd.dvb.dvbj,https://www.iana.org/assignments/media-types/application/vnd.dvb.dvbj
vnd.dvb.esgcontainer,https://www.iana.org/assignments/media-types/application/vnd.dvb.esgcontainer
vnd.dvb.ipdcdftnotifaccess,https://www.iana.org/assignments/media-types/application/vnd.dvb.ipdcdftnotifaccess
vnd.dvb.ipdcesgaccess,https://www.iana.org/assignments/media-types/application/vnd.dvb.ipdcesgaccess
vnd.dvb.ipdcesgaccess2,https://www.iana.org/assignments/media-types/application/vnd.dvb.ipdcesgaccess2
vnd.dvb.ipdcesgpdd,https://www.iana.org/assignments/media-types/application/vnd.dvb.ipdcesgpdd
vnd.dvb.ipdcroaming,https://www.iana.org/assignments/media-types/application/vnd.dvb.ipdcroaming
vnd.dvb.iptv.alfec-base,https://www.iana.org/assignments/media-types/application/vnd.dvb.iptv.alfec-base
vnd.dvb.iptv.alfec-enhancement,https://www.iana.org/assignments/media-types/application/vnd.dvb.iptv.alfec-enhancement
vnd.dvb.notif-aggregate-root+xml,https://www.iana.org/assignments/media-types/application/vnd.dvb.notif-aggregate-root+xml
vnd.dvb.notif-container+xml,https://www.iana.org/assignments/media-types/application/vnd.dvb.notif-container+xml
vnd.dvb.notif-generic+xml,https://www.iana.org/assignments/media-types/application/vnd.dvb.notif-generic+xml
vnd.dvb.notif-ia-msglist+xml,https://www.iana.org/assignments/media-types/application/vnd.dvb.notif-ia-msglist+xml
vnd.dvb.notif-ia-registration-request+xml,https://www.iana.org/assignments/media-types/application/vnd.dvb.notif-ia-registration-request+xml
vnd.dvb.notif-ia-registration-response+xml,https://www.iana.org/assignments/media-types/application/vnd.dvb.notif-ia-registration-response+xml
vnd.dvb.notif-init+xml,https://www.iana.org/assignments/media-types/application/vnd.dvb.notif-init+xml
vnd.dvb.pfr,https://www.iana.org/assignments/media-types/application/vnd.dvb.pfr
vnd.dvb.service,https://www.iana.org/assignments/media-types/application/vnd.dvb.service
vnd.dxr,https://www.iana.org/assignments/media-types/application/vnd.dxr
vnd.dynageo,https://www.iana.org/assignments/media-types/application/vnd.dynageo
vnd.dzr,https://www.iana.org/assignments/media-types/application/vnd.dzr
vnd.easykaraoke.cdgdownload,https://www.iana.org/assignments/media-types/application/vnd.easykaraoke.cdgdownload
vnd.ecip.rlp,https://www.iana.org/assignments/media-types/application/vnd.ecip.rlp
vnd.ecdis-update,https://www.iana.org/assignments/media-types/application/vnd.ecdis-update
vnd.ecowin.chart,https://www.iana.org/assignments/media-types/application/vnd.ecowin.chart
vnd.ecowin.filerequest,https://www.iana.org/assignments/media-types/application/vnd.ecowin.filerequest
vnd.ecowin.fileupdate,https://www.iana.org/assignments/media-types/application/vnd.ecowin.fileupdate
vnd.ecowin.series,https://www.iana.org/assignments/media-types/application/vnd.ecowin.series
vnd.ecowin.seriesrequest,https://www.iana.org/assignments/media-types/application/vnd.ecowin.seriesrequest
vnd.ecowin.seriesupdate,https://www.iana.org/assignments/media-types/application/vnd.ecowin.seriesupdate
vnd.efi.img,https://www.iana.org/assignments/media-types/application/vnd.efi.img
vnd.efi.iso,https://www.iana.org/assignments/media-types/application/vnd.efi.iso
vnd.emclient.accessrequest+xml,https://www.iana.org/assignments/media-types/application/vnd.emclient.accessrequest+xml
vnd.enliven,https://www.iana.org/assignments/media-types/application/vnd.enliven
vnd.enphase.envoy,https://www.iana.org/assignments/media-types/application/vnd.enphase.envoy
vnd.eprints.data+xml,https://www.iana.org/assignments/media-types/application/vnd.eprints.data+xml
vnd.epson.esf,https://www.iana.org/assignments/media-types/application/vnd.epson.esf
vnd.epson.msf,https://www.iana.org/assignments/media-types/application/vnd.epson.msf
vnd.epson.quickanime,https://www.iana.org/assignments/media-types/application/vnd.epson.quickanime
vnd.epson.salt,https://www.iana.org/assignments/media-types/application/vnd.epson.salt
vnd.epson.ssf,https://www.iana.org/assignments/media-types/application/vnd.epson.ssf
vnd.ericsson.quickcall,https://www.iana.org/assignments/media-types/application/vnd.ericsson.quickcall
vnd.espass-espass+zip,https://www.iana.org/assignments/media-types/application/vnd.espass-espass+zip
vnd.eszigno3+xml,https://www.iana.org/assignments/media-types/application/vnd.eszigno3+xml
vnd.etsi.aoc+xml,https://www.iana.org/assignments/media-types/application/vnd.etsi.aoc+xml
vnd.etsi.asic-s+zip,https://www.iana.org/assignments/media-types/application/vnd.etsi.asic-s+zip
vnd.etsi.asic-e+zip,https://www.iana.org/assignments/media-types/application/vnd.etsi.asic-e+zip
vnd.etsi.cug+xml,https://www.iana.org/assignments/media-types/application/vnd.etsi.cug+xml
vnd.etsi.iptvcommand+xml,https://www.iana.org/assignments/media-types/application/vnd.etsi.iptvcommand+xml
vnd.etsi.iptvdiscovery+xml,https://www.iana.org/assignments/media-types/application/vnd.etsi.iptvdiscovery+xml
vnd.etsi.iptvprofile+xml,https://www.iana.org/assignments/media-types/application/vnd.etsi.iptvprofile+xml
vnd.etsi.iptvsad-bc+xml,https://www.iana.org/assignments/media-types/application/vnd.etsi.iptvsad-bc+xml
vnd.etsi.iptvsad-cod+xml,https://www.iana.org/assignments/media-types/application/vnd.etsi.iptvsad-cod+xml
vnd.etsi.iptvsad-npvr+xml,https://www.iana.org/assignments/media-types/application/vnd.etsi.iptvsad-npvr+xml
vnd.etsi.iptvservice+xml,https://www.iana.org/assignments/media-types/application/vnd.etsi.iptvservice+xml
vnd.etsi.iptvsync+xml,https://www.iana.org/assignments/media-types/application/vnd.etsi.iptvsync+xml
vnd.etsi.iptvueprofile+xml,https://www.iana.org/assignments/media-types/application/vnd.etsi.iptvueprofile+xml
vnd.etsi.mcid+xml,https://www.iana.org/assignments/media-types/application/vnd.etsi.mcid+xml
vnd.etsi.mheg5,https://www.iana.org/assignments/media-types/application/vnd.etsi.mheg5
vnd.etsi.overload-control-policy-dataset+xml,https://www.iana.org/assignments/media-types/application/vnd.etsi.overload-control-policy-dataset+xml
vnd.etsi.pstn+xml,https://www.iana.org/assignments/media-types/application/vnd.etsi.pstn+xml
vnd.etsi.sci+xml,https://www.iana.org/assignments/media-types/application/vnd.etsi.sci+xml
vnd.etsi.simservs+xml,https://www.iana.org/assignments/media-types/application/vnd.etsi.simservs+xml
vnd.etsi.timestamp-token,https://www.iana.org/assignments/media-types/application/vnd.etsi.timestamp-token
vnd.etsi.tsl+xml,https://www.iana.org/assignments/media-types/application/vnd.etsi.tsl+xml
vnd.etsi.tsl.der,https://www.iana.org/assignments/media-types/application/vnd.etsi.tsl.der
vnd.evolv.ecig.profile,https://www.iana.org/assignments/media-types/application/vnd.evolv.ecig.profile
vnd.evolv.ecig.settings,https://www.iana.org/assignments/media-types/application/vnd.evolv.ecig.settings
vnd.evolv.ecig.theme,https://www.iana.org/assignments/media-types/application/vnd.evolv.ecig.theme
vnd.eudora.data,https://www.iana.org/assignments/media-types/application/vnd.eudora.data
vnd.exstream-empower+zip,https://www.iana.org/assignments/media-types/application/vnd.exstream-empower+zip
vnd.exstream-package,https://www.iana.org/assignments/media-types/application/vnd.exstream-package
vnd.ezpix-album,https://www.iana.org/assignments/media-types/application/vnd.ezpix-album
vnd.ezpix-package,https://www.iana.org/assignments/media-types/application/vnd.ezpix-package
vnd.f-secure.mobile,https://www.iana.org/assignments/media-types/application/vnd.f-secure.mobile
vnd.fastcopy-disk-image,https://www.iana.org/assignments/media-types/application/vnd.fastcopy-disk-image
vnd.fdf,https://www.iana.org/assignments/media-types/application/vnd.fdf
vnd.fdsn.mseed,https://www.iana.org/assignments/media-types/application/vnd.fdsn.mseed
vnd.fdsn.seed,https://www.iana.org/assignments/media-types/application/vnd.fdsn.seed
vnd.ffsns,https://www.iana.org/assignments/media-types/application/vnd.ffsns
vnd.ficlab.flb+zip,https://www.iana.org/assignments/media-types/application/vnd.ficlab.flb+zip
vnd.filmit.zfc,https://www.iana.org/assignments/media-types/application/vnd.filmit.zfc
vnd.fints,https://www.iana.org/assignments/media-types/application/vnd.fints
vnd.firemonkeys.cloudcell,https://www.iana.org/assignments/media-types/application/vnd.firemonkeys.cloudcell
vnd.FloGraphIt,https://www.iana.org/assignments/media-types/application/vnd.FloGraphIt
vnd.fluxtime.clip,https://www.iana.org/assignments/media-types/application/vnd.fluxtime.clip
vnd.font-fontforge-sfd,https://www.iana.org/assignments/media-types/application/vnd.font-fontforge-sfd
vnd.framemaker,https://www.iana.org/assignments/media-types/application/vnd.framemaker
