label,uri
vnd.oasis.opendocument.presentation-template,https://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.presentation-template
vnd.oasis.opendocument.spreadsheet,https://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.spreadsheet
vnd.oasis.opendocument.spreadsheet-template,https://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.spreadsheet-template
vnd.oasis.opendocument.text,https://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.text
vnd.oasis.opendocument.text-master,https://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.text-master
vnd.oasis.opendocument.text-template,https://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.text-template
vnd.oasis.opendocument.text-web,https://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.text-web
vnd.obn,https://www.iana.org/assignments/media-types/application/vnd.obn
vnd.ocf+cbor,https://www.iana.org/assignments/media-types/application/vnd.ocf+cbor
vnd.oci.image.manifest.v1+json,https://www.iana.org/assignments/media-types/application/vnd.oci.image.manifest.v1+json
vnd.oftn.l10n+json,https://www.iana.org/assignments/media-types/application/vnd.oftn.l10n+json
vnd.oipf.contentaccessdownload+xml,https://www.iana.org/assignments/media-types/application/vnd.oipf.contentaccessdownload+xml
vnd.oipf.contentaccessstreaming+xml,https://www.iana.org/assignments/media-types/application/vnd.oipf.contentaccessstreaming+xml
vnd.oipf.cspg-hexbinary,https://www.iana.org/assignments/media-types/application/vnd.oipf.cspg-hexbinary
vnd.oipf.dae.svg+xml,https://www.iana.org/assignments/media-types/application/vnd.oipf.dae.svg+xml
vnd.oipf.dae.xhtml+xml,https://www.iana.org/assignments/media-types/application/vnd.oipf.dae.xhtml+xml
vnd.oipf.mippvcontrolmessage+xml,https://www.iana.org/assignments/media-types/application/vnd.oipf.mippvcontrolmessage+xml
vnd.oipf.pae.gem,https://www.iana.org/assignments/media-types/application/vnd.oipf.pae.gem
vnd.oipf.spdiscovery+xml,https://www.iana.org/assignments/media-types/application/vnd.oipf.spdiscovery+xml
vnd.oipf.spdlist+xml,https://www.iana.org/assignments/media-types/application/vnd.oipf.spdlist+xml
vnd.oipf.ueprofile+xml,https://www.iana.org/assignments/media-types/application/vnd.oipf.ueprofile+xml
vnd.oipf.userprofile+xml,https://www.iana.org/assignments/media-types/application/vnd.oipf.userprofile+xml
vnd.olpc-sugar,https://www.iana.org/assignments/media-types/application/vnd.olpc-sugar
vnd.oma.bcast.associated-procedure-parameter+xml,https://www.iana.org/assignments/media-types/application/vnd.oma.bcast.associated-procedure-parameter+xml
vnd.oma.bcast.drm-trigger+xml,https://www.iana.org/assignments/media-types/application/vnd.oma.bcast.drm-trigger+xml
vnd.oma.bcast.imd+xml,https://www.iana.org/assignments/media-types/application/vnd.oma.bcast.imd+xml
vnd.oma.bcast.ltkm,https://www.iana.org/assignments/media-types/application/vnd.oma.bcast.ltkm
vnd.oma.bcast.notification+xml,https://www.iana.org/assignments/media-types/application/vnd.oma.bcast.notification+xml
vnd.oma.bcast.provisioningtrigger,https://www.iana.org/assignments/media-types/application/vnd.oma.bcast.provisioningtrigger
vnd.oma.bcast.sgboot,https://www.iana.org/assignments/media-types/application/vnd.oma.bcast.sgboot
vnd.oma.bcast.sgdd+xml,https://www.iana.org/assignments/media-types/application/vnd.oma.bcast.sgdd+xml
vnd.oma.bcast.sgdu,https://www.iana.org/assignments/media-types/application/vnd.oma.bcast.sgdu
vnd.oma.bcast.simple-symbol-container,https://www.iana.org/assignments/media-types/application/vnd.oma.bcast.simple-symbol-container
vnd.oma.bcast.smartcard-trigger+xml,https://www.iana.org/assignments/media-types/application/vnd.oma.bcast.smartcard-trigger+xml
vnd.oma.bcast.sprov+xml,https://www.iana.org/assignments/media-types/application/vnd.oma.bcast.sprov+xml
vnd.oma.bcast.stkm,https://www.iana.org/assignments/media-types/application/vnd.oma.bcast.stkm
vnd.oma.cab-address-book+xml,https://www.iana.org/assignments/media-types/application/vnd.oma.cab-address-book+xml
vnd.oma.cab-feature-handler+xml,https://www.iana.org/assignments/media-types/application/vnd.oma.cab-feature-handler+xml
vnd.oma.cab-pcc+xml,https://www.iana.org/assignments/media-types/application/vnd.oma.cab-pcc+xml
vnd.oma.cab-subs-invite+xml,https://www.iana.org/assignments/media-types/application/vnd.oma.cab-subs-invite+xml
vnd.oma.cab-user-prefs+xml,https://www.iana.org/assignments/media-types/application/vnd.oma.cab-user-prefs+xml
vnd.oma.dcd,https://www.iana.org/assignments/media-types/application/vnd.oma.dcd
vnd.oma.dcdc,https://www.iana.org/assignments/media-types/application/vnd.oma.dcdc
vnd.oma.dd2+xml,https://www.iana.org/assignments/media-types/application/vnd.oma.dd2+xml
vnd.oma.drm.risd+xml,https://www.iana.org/assignments/media-types/application/vnd.oma.drm.risd+xml
vnd.oma.group-usage-list+xml,https://www.iana.org/assignments/media-types/application/vnd.oma.group-usage-list+xml
vnd.oma.lwm2m+cbor,https://www.iana.org/assignments/media-types/application/vnd.oma.lwm2m+cbor
vnd.oma.lwm2m+json,https://www.iana.org/assignments/media-types/application/vnd.oma.lwm2m+json
vnd.oma.lwm2m+tlv,https://www.iana.org/assignments/media-types/application/vnd.oma.lwm2m+tlv
vnd.oma.pal+xml,https://www.iana.org/assignments/media-types/application/vnd.oma.pal+xml
vnd.oma.poc.detailed-progress-report+xml,https://www.iana.org/assignments/media-types/application/vnd.oma.poc.detailed-progress-report+xml
vnd.oma.poc.final-report+xml,https://www.iana.org/assignments/media-types/application/vnd.oma.poc.final-report+xml
vnd.oma.poc.groups+xml,https://www.iana.org/assignments/media-types/application/vnd.oma.poc.groups+xml
vnd.oma.poc.invocation-descriptor+xml,https://www.iana.org/assignments/media-types/application/vnd.oma.poc.invocation-descriptor+xml
vnd.oma.poc.optimized-progress-report+xml,https://www.iana.org/assignments/media-types/application/vnd.oma.poc.optimized-progress-report+xml
vnd.oma.push,https://www.iana.org/assignments/media-types/application/vnd.oma.push
vnd.oma.scidm.messages+xml,https://www.iana.org/assignments/media-types/application/vnd.oma.scidm.messages+xml
vnd.oma.xcap-directory+xml,https://www.iana.org/assignments/media-types/application/vnd.oma.xcap-directory+xml
vnd.omads-email+xml,https://www.iana.org/assignments/media-types/application/vnd.omads-email+xml
vnd.omads-file+xml,https://www.iana.org/assignments/media-types/application/vnd.omads-file+xml
vnd.omads-folder+xml,https://www.iana.org/assignments/media-types/application/vnd.omads-folder+xml
vnd.omaloc-supl-init,https://www.iana.org/assignments/media-types/application/vnd.omaloc-supl-init
vnd.oma-scws-config,https://www.iana.org/assignments/media-types/application/vnd.oma-scws-config
vnd.oma-scws-http-request,https://www.iana.org/assignments/media-types/application/vnd.oma-scws-http-request
vnd.oma-scws-http-response,https://www.iana.org/assignments/media-types/application/vnd.oma-scws-http-response
vnd.onepager,https://www.iana.org/assignments/media-types/application/vnd.onepager
vnd.onepagertamp,https://www.iana.org/assignments/media-types/application/vnd.onepagertamp
vnd.onepagertamx,https://www.iana.org/assignments/media-types/application/vnd.onepagertamx
vnd.onepagertat,https://www.iana.org/assignments/media-types/application/vnd.onepagertat
vnd.onepagertatp,https://www.iana.org/assignments/media-types/application/vnd.onepagertatp
vnd.onepagertatx,https://www.iana.org/assignments/media-types/application/vnd.onepagertatx
vnd.openblox.game-binary,https://www.iana.org/assignments/media-types/application/vnd.openblox.game-binary
vnd.openblox.game+xml,https://www.iana.org/assignments/media-types/application/vnd.openblox.game+xml
vnd.openeye.oeb,https://www.iana.org/assignments/media-types/application/vnd.openeye.oeb
vnd.openstreetmap.data+xml,https://www.iana.org/assignments/media-types/application/vnd.openstreetmap.data+xml
vnd.openxmlformats-officedocument.custom-properties+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.custom-properties+xml
vnd.openxmlformats-officedocument.customXmlProperties+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.customXmlProperties+xml
vnd.openxmlformats-officedocument.drawing+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.drawing+xml
vnd.openxmlformats-officedocument.drawingml.chart+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.drawingml.chart+xml
vnd.openxmlformats-officedocument.drawingml.chartshapes+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.drawingml.chartshapes+xml
vnd.openxmlformats-officedocument.drawingml.diagramColors+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.drawingml.diagramColors+xml
vnd.openxmlformats-officedocument.drawingml.diagramData+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.drawingml.diagramData+xml
vnd.openxmlformats-officedocument.drawingml.diagramLayout+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.drawingml.diagramLayout+xml
vnd.openxmlformats-officedocument.drawingml.diagramStyle+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.drawingml.diagramStyle+xml
vnd.openxmlformats-officedocument.extended-properties+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.extended-properties+xml
vnd.openxmlformats-officedocument.presentationml.commentAuthors+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.presentationml.commentAuthors+xml
vnd.openxmlformats-officedocument.presentationml.comments+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.presentationml.comments+xml
vnd.openxmlformats-officedocument.presentationml.handoutMaster+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.presentationml.handoutMaster+xml
vnd.openxmlformats-officedocument.presentationml.notesMaster+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.presentationml.notesMaster+xml
vnd.openxmlformats-officedocument.presentationml.notesSlide+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.presentationml.notesSlide+xml
vnd.openxmlformats-officedocument.presentationml.presentation,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.presentationml.presentation
vnd.openxmlformats-officedocument.presentationml.presentation.main+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.presentationml.presentation.main+xml
vnd.openxmlformats-officedocument.presentationml.presProps+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.presentationml.presProps+xml
vnd.openxmlformats-officedocument.presentationml.slide,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.presentationml.slide
vnd.openxmlformats-officedocument.presentationml.slide+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.presentationml.slide+xml
vnd.openxmlformats-officedocument.presentationml.slideLayout+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.presentationml.slideLayout+xml
vnd.openxmlformats-officedocument.presentationml.slideMaster+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.presentationml.slideMaster+xml
vnd.openxmlformats-officedocument.presentationml.slideshow,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.presentationml.slideshow
vnd.openxmlformats-officedocument.presentationml.slideshow.main+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.presentationml.slideshow.main+xml
vnd.openxmlformats-officedocument.presentationml.slideUpdateInfo+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.presentationml.slideUpdateInfo+xml
vnd.openxmlformats-officedocument.presentationml.tableStyles+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.presentationml.tableStyles+xml
vnd.openxmlformats-officedocument.presentationml.tags+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.presentationml.tags+xml
vnd.openxmlformats-officedocument.presentationml.template,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.presentationml.template
vnd.openxmlformats-officedocument.presentationml.template.main+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.presentationml.template.main+xml
vnd.openxmlformats-officedocument.presentationml.viewProps+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.presentationml.viewProps+xml
vnd.openxmlformats-officedocument.spreadsheetml.calcChain+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.spreadsheetml.calcChain+xml
vnd.openxmlformats-officedocument.spreadsheetml.chartsheet+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.spreadsheetml.chartsheet+xml
vnd.openxmlformats-officedocument.spreadsheetml.comments+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.spreadsheetml.comments+xml
vnd.openxmlformats-officedocument.spreadsheetml.connections+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.spreadsheetml.connections+xml
vnd.openxmlformats-officedocument.spreadsheetml.dialogsheet+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.spreadsheetml.dialogsheet+xml
vnd.openxmlformats-officedocument.spreadsheetml.externalLink+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.spreadsheetml.externalLink+xml
vnd.openxmlformats-officedocument.spreadsheetml.pivotCacheDefinition+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.spreadsheetml.pivotCacheDefinition+xml
vnd.openxmlformats-officedocument.spreadsheetml.pivotCacheRecords+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.spreadsheetml.pivotCacheRecords+xml
vnd.openxmlformats-officedocument.spreadsheetml.pivotTable+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.spreadsheetml.pivotTable+xml
vnd.openxmlformats-officedocument.spreadsheetml.queryTable+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.spreadsheetml.queryTable+xml
vnd.openxmlformats-officedocument.spreadsheetml.revisionHeaders+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.spreadsheetml.revisionHeaders+xml
vnd.openxmlformats-officedocument.spreadsheetml.revisionLog+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.spreadsheetml.revisionLog+xml
vnd.openxmlformats-officedocument.spreadsheetml.sharedStrings+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.spreadsheetml.sharedStrings+xml
vnd.openxmlformats-officedocument.spreadsheetml.sheet,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
vnd.openxmlformats-officedocument.spreadsheetml.sheet.main+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.spreadsheetml.sheet.main+xml
vnd.openxmlformats-officedocument.spreadsheetml.sheetMetadata+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.spreadsheetml.sheetMetadata+xml
vnd.openxmlformats-officedocument.spreadsheetml.styles+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.spreadsheetml.styles+xml
vnd.openxmlformats-officedocument.spreadsheetml.table+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.spreadsheetml.table+xml
vnd.openxmlformats-officedocument.spreadsheetml.tableSingleCells+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.spreadsheetml.tableSingleCells+xml
vnd.openxmlformats-officedocument.spreadsheetml.template,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.spreadsheetml.template
vnd.openxmlformats-officedocument.spreadsheetml.template.main+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.spreadsheetml.template.main+xml
vnd.openxmlformats-officedocument.spreadsheetml.userNames+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.spreadsheetml.userNames+xml
vnd.openxmlformats-officedocument.spreadsheetml.volatileDependencies+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.spreadsheetml.volatileDependencies+xml
vnd.openxmlformats-officedocument.spreadsheetml.worksheet+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.spreadsheetml.worksheet+xml
vnd.openxmlformats-officedocument.theme+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.theme+xml
vnd.openxmlformats-officedocument.themeOverride+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.themeOverride+xml
vnd.openxmlformats-officedocument.vmlDrawing,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.vmlDrawing
vnd.openxmlformats-officedocument.wordprocessingml.comments+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.wordprocessingml.comments+xml
vnd.openxmlformats-officedocument.wordprocessingml.document,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.wordprocessingml.document
vnd.openxmlformats-officedocument.wordprocessingml.document.glossary+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.wordprocessingml.document.glossary+xml
vnd.openxmlformats-officedocument.wordprocessingml.document.main+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.wordprocessingml.document.main+xml
vnd.openxmlformats-officedocument.wordprocessingml.endnotes+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.wordprocessingml.endnotes+xml
vnd.openxmlformats-officedocument.wordprocessingml.fontTable+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.wordprocessingml.fontTable+xml
vnd.openxmlformats-officedocument.wordprocessingml.footer+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.wordprocessingml.footer+xml
vnd.openxmlformats-officedocument.wordprocessingml.footnotes+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.wordprocessingml.footnotes+xml
vnd.openxmlformats-officedocument.wordprocessingml.numbering+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.wordprocessingml.numbering+xml
vnd.openxmlformats-officedocument.wordprocessingml.settings+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.wordprocessingml.settings+xml
vnd.openxmlformats-officedocument.wordprocessingml.styles+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.wordprocessingml.styles+xml
vnd.openxmlformats-officedocument.wordprocessingml.template,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.wordprocessingml.template
vnd.openxmlformats-officedocument.wordprocessingml.template.main+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.wordprocessingml.template.main+xml
vnd.openxmlformats-officedocument.wordprocessingml.webSettings+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.wordprocessingml.webSettings+xml
vnd.openxmlformats-package.core-properties+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-package.core-properties+xml
vnd.openxmlformats-package.digital-signature-xmlsignature+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-package.digital-signature-xmlsignature+xml
vnd.openxmlformats-package.relationships+xml,https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-package.relationships+xml
vnd.oracle.resource+json,https://www.iana.org/assignments/media-types/application/vnd.oracle.resource+json
vnd.orange.indata,https://www.iana.org/assignments/media-types/application/vnd.orange.indata
vnd.osa.netdeploy,https://www.iana.org/assignments/media-types/application/vnd.osa.netdeploy
vnd.osgeo.mapguide.package,https://www.iana.org/assignments/media-types/application/vnd.osgeo.mapguide.package
vnd.osgi.bundle,https://www.iana.org/assignments/media-types/application/vnd.osgi.bundle
vnd.osgi.dp,https://www.iana.org/assignments/media-types/application/vnd.osgi.dp
vnd.osgi.subsystem,https://www.iana.org/assignments/media-types/application/vnd.osgi.subsystem
vnd.otps.ct-kip+xml,https://www.iana.org/assignments/media-types/application/vnd.otps.ct-kip+xml
vnd.oxli.countgraph,https://www.iana.org/assignments/media-types/application/vnd.oxli.countgraph
vnd.pagerduty+json,https://www.iana.org/assignments/media-types/application/vnd.pagerduty+json
vnd.palm,https://www.iana.org/assignments/media-types/application/vnd.palm
vnd.panoply,https://www.iana.org/assignments/media-types/application/vnd.panoply
vnd.paos.xml,https://www.iana.org/assignments/media-types/application/vnd.paos.xml
vnd.patentdive,https://www.iana.org/assignments/media-types/application/vnd.patentdive
vnd.patientecommsdoc,https://www.iana.org/assignments/media-types/application/vnd.patientecommsdoc
vnd.pawaafile,https://www.iana.org/assignments/media-types/application/vnd.pawaafile
vnd.pcos,https://www.iana.org/assignments/media-types/application/vnd.pcos
vnd.pg.format,https://www.iana.org/assignments/media-types/application/vnd.pg.format
vnd.pg.osasli,https://www.iana.org/assignments/media-types/application/vnd.pg.osasli
vnd.piaccess.application-licence,https://www.iana.org/assignments/media-types/application/vnd.piaccess.application-licence
vnd.picsel,https://www.iana.org/assignments/media-types/application/vnd.picsel
vnd.pmi.widget,https://www.iana.org/assignments/media-types/application/vnd.pmi.widget
vnd.poc.group-advertisement+xml,https://www.iana.org/assignments/media-types/application/vnd.poc.group-advertisement+xml
vnd.pocketlearn,https://www.iana.org/assignments/media-types/application/vnd.pocketlearn
vnd.powerbuilder6,https://www.iana.org/assignments/media-types/application/vnd.powerbuilder6
vnd.powerbuilder6-s,https://www.iana.org/assignments/media-types/application/vnd.powerbuilder6-s
vnd.powerbuilder7,https://www.iana.org/assignments/media-types/application/vnd.powerbuilder7
vnd.powerbuilder75,https://www.iana.org/assignments/media-types/application/vnd.powerbuilder75
vnd.powerbuilder75-s,https://www.iana.org/assignments/media-types/application/vnd.powerbuilder75-s
vnd.powerbuilder7-s,https://www.iana.org/assignments/media-types/application/vnd.powerbuilder7-s
vnd.preminet,https://www.iana.org/assignments/media-types/application/vnd.preminet
vnd.previewsystems.box,https://www.iana.org/assignments/media-types/application/vnd.previewsystems.box
vnd.proteus.magazine,https://www.iana.org/assignments/media-types/application/vnd.proteus.magazine
vnd.psfs,https://www.iana.org/assignments/media-types/application/vnd.psfs
vnd.publishare-delta-tree,https://www.iana.org/assignments/media-types/application/vnd.publishare-delta-tree
vnd.pvi.ptid1,https://www.iana.org/assignments/media-types/application/vnd.pvi.ptid1
vnd.pwg-multiplexed,https://www.iana.org/assignments/media-types/application/vnd.pwg-multiplexed
vnd.pwg-xhtml-print+xml,https://www.iana.org/assignments/media-types/application/vnd.pwg-xhtml-print+xml
vnd.qualcomm.brew-app-res,https://www.iana.org/assignments/media-types/application/vnd.qualcomm.brew-app-res
vnd.quarantainenet,https://www.iana.org/assignments/media-types/application/vnd.quarantainenet
vnd.Quark.QuarkXPress,https://www.iana.org/assignments/media-types/application/vnd.Quark.QuarkXPress
vnd.quobject-quoxdocument,https://www.iana.org/assignments/media-types/application/vnd.quobject-quoxdocument
vnd.radisys.moml+xml,https://www.iana.org/assignments/media-types/application/vnd.radisys.moml+xml
vnd.radisys.msml-audit-conf+xml,https://www.iana.org/assignments/media-types/application/vnd.radisys.msml-audit-conf+xml
vnd.radisys.msml-audit-conn+xml,https://www.iana.org/assignments/media-types/application/vnd.radisys.msml-audit-conn+xml
vnd.radisys.msml-audit-dialog+xml,https://www.iana.org/assignments/media-types/application/vnd.radisys.msml-audit-dialog+xml
vnd.radisys.msml-audit-stream+xml,https://www.iana.org/assignments/media-types/application/vnd.radisys.msml-audit-stream+xml
vnd.radisys.msml-audit+xml,https://www.iana.org/assignments/media-types/application/vnd.radisys.msml-audit+xml
vnd.radisys.msml-conf+xml,https://www.iana.org/assignments/media-types/application/vnd.radisys.msml-conf+xml
vnd.radisys.msml-dialog-base+xml,https://www.iana.org/assignments/media-types/application/vnd.radisys.msml-dialog-base+xml
vnd.radisys.msml-dialog-fax-detect+xml,https://www.iana.org/assignments/media-types/application/vnd.radisys.msml-dialog-fax-detect+xml
vnd.radisys.msml-dialog-fax-sendrecv+xml,https://www.iana.org/assignments/media-types/application/vnd.radisys.msml-dialog-fax-sendrecv+xml
vnd.radisys.msml-dialog-group+xml,https://www.iana.org/assignments/media-types/application/vnd.radisys.msml-dialog-group+xml
vnd.radisys.msml-dialog-speech+xml,https://www.iana.org/assignments/media-types/application/vnd.radisys.msml-dialog-speech+xml
vnd.radisys.msml-dialog-transform+xml,https://www.iana.org/assignments/media-types/application/vnd.radisys.msml-dialog-transform+xml
vnd.radisys.msml-dialog+xml,https://www.iana.org/assignments/media-types/application/vnd.radisys.msml-dialog+xml
vnd.radisys.msml+xml,https://www.iana.org/assignments/media-types/application/vnd.radisys.msml+xml
vnd.rainstor.data,https://www.iana.org/assignments/media-types/application/vnd.rainstor.data
vnd.rapid,https://www.iana.org/assignments/media-types/application/vnd.rapid
vnd.rar,https://www.iana.org/assignments/media-types/application/vnd.rar
vnd.realvnc.bed,https://www.iana.org/assignments/media-types/application/vnd.realvnc.bed
vnd.recordare.musicxml,https://www.iana.org/assignments/media-types/application/vnd.recordare.musicxml
vnd.recordare.musicxml+xml,https://www.iana.org/assignments/media-types/application/vnd.recordare.musicxml+xml
vnd.RenLearn.rlprint,https://www.iana.org/assignments/media-types/application/vnd.RenLearn.rlprint
vnd.restful+json,https://www.iana.org/assignments/media-types/application/vnd.restful+json
vnd.rig.cryptonote,https://www.iana.org/assignments/media-types/application/vnd.rig.cryptonote
vnd.route66.link66+xml,https://www.iana.org/assignments/media-types/application/vnd.route66.link66+xml
vnd.rs-274x,https://www.iana.org/assignments/media-types/application/vnd.rs-274x
vnd.ruckus.download,https://www.iana.org/assignments/media-types/application/vnd.ruckus.download
vnd.s3sms,https://www.iana.org/assignments/media-types/application/vnd.s3sms
vnd.sailingtracker.track,https://www.iana.org/assignments/media-types/application/vnd.sailingtracker.track
vnd.sar,https://www.iana.org/assignments/media-types/application/vnd.sar
vnd.sbm.cid,https://www.iana.org/assignments/media-types/application/vnd.sbm.cid
vnd.sbm.mid2,https://www.iana.org/assignments/media-types/application/vnd.sbm.mid2
vnd.scribus,https://www.iana.org/assignments/media-types/application/vnd.scribus
vnd.sealed.3df,https://www.iana.org/assignments/media-types/application/vnd.sealed.3df
vnd.sealed.csf,https://www.iana.org/assignments/media-types/application/vnd.sealed.csf
vnd.sealed.doc,https://www.iana.org/assignments/media-types/application/vnd.sealed.doc
vnd.sealed.eml,https://www.iana.org/assignments/media-types/application/vnd.sealed.eml
vnd.sealed.mht,https://www.iana.org/assignments/media-types/application/vnd.sealed.mht
vnd.sealed.net,https://www.iana.org/assignments/media-types/application/vnd.sealed.net
vnd.sealed.ppt,https://www.iana.org/assignments/media-types/application/vnd.sealed.ppt
vnd.sealed.tiff,https://www.iana.org/assignments/media-types/application/vnd.sealed.tiff
vnd.sealed.xls,https://www.iana.org/assignments/media-types/application/vnd.sealed.xls
vnd.sealedmedia.softseal.html,https://www.iana.org/assignments/media-types/application/vnd.sealedmedia.softseal.html
vnd.sealedmedia.softseal.pdf,https://www.iana.org/assignments/media-types/application/vnd.sealedmedia.softseal.pdf
vnd.seemail,https://www.iana.org/assignments/media-types/application/vnd.seemail
vnd.seis+json,https://www.iana.org/assignments/media-types/application/vnd.seis+json
vnd.sema,https://www.iana.org/assignments/media-types/application/vnd.sema
vnd.semd,https://www.iana.org/assignments/media-types/application/vnd.semd
vnd.semf,https://www.iana.org/assignments/media-types/application/vnd.semf
vnd.shade-save-file,https://www.iana.org/assignments/media-types/application/vnd.shade-save-file
vnd.shana.informed.formdata,https://www.iana.org/assignments/media-types/application/vnd.shana.informed.formdata
vnd.shana.informed.formtemplate,https://www.iana.org/assignments/media-types/application/vnd.shana.informed.formtemplate
vnd.shana.informed.interchange,https://www.iana.org/assignments/media-types/application/vnd.shana.informed.interchange
vnd.shana.informed.package,https://www.iana.org/assignments/media-types/application/vnd.shana.informed.package
vnd.shootproof+json,https://www.iana.org/assignments/media-types/application/vnd.shootproof+json
